,BikeTypeCat,AgeBandCat,IncomeBandCat,MaritalStatusCat,OccupationCat,CommuteDistanceCat,GenderCat,ChildrenAtHomeCat,CountryRegionCodeCat,HouseOwnerFlagCat,EducationCat
2136,1,3,1,1,3,2,0,0,0,0,0
2137,1,2,0,1,2,3,0,0,0,1,3
2138,1,3,0,1,0,0,0,0,3,1,1
2139,0,4,2,0,3,2,0,1,2,1,3
2140,1,3,0,0,0,1,0,0,5,1,3
2141,1,5,1,0,1,2,1,0,5,1,1
2142,1,2,0,1,2,0,1,0,0,0,3
2143,1,2,2,1,1,2,0,1,0,1,2
2144,0,3,2,0,3,2,1,1,2,1,3
2145,0,2,0,0,0,0,0,0,4,1,0
2146,1,3,0,0,0,1,0,0,5,0,4
2147,1,5,0,0,3,2,1,0,1,1,2
2148,1,4,0,0,0,1,1,0,5,1,3
2149,1,3,1,0,3,0,0,0,5,1,1
2150,1,5,0,1,2,1,1,0,5,0,2
2151,1,4,1,0,4,1,1,0,5,1,1
2152,0,5,2,1,1,3,1,1,5,0,1
2153,1,3,0,0,0,1,0,0,5,1,3
2154,1,2,0,1,4,1,0,0,5,0,3
2155,1,2,0,0,0,0,0,0,0,1,0
2156,1,2,0,0,2,3,0,1,0,1,2
2157,0,4,1,0,4,4,1,0,0,1,3
2158,1,4,0,1,0,4,0,0,0,0,4
2159,1,2,1,0,4,3,1,1,5,1,0
2160,1,4,2,0,3,1,1,1,5,1,3
2161,1,4,0,0,4,4,1,0,5,1,0
2162,0,4,1,0,3,2,1,1,5,1,2
2163,1,2,2,0,1,2,1,1,0,1,2
2164,1,2,0,1,0,0,1,1,2,1,3
2165,1,5,0,0,4,4,1,0,0,1,2
2166,0,3,0,1,0,1,1,1,4,1,3
2167,1,4,0,0,0,0,1,0,5,1,3
2168,1,4,0,0,0,0,0,0,5,1,3
2169,1,5,1,0,1,2,1,0,5,1,1
2170,1,3,1,1,4,1,0,0,5,1,1
2171,1,4,1,0,4,0,1,0,5,1,1
2172,1,3,0,1,2,1,0,1,3,0,2
2173,1,2,0,0,0,0,1,0,4,0,1
2174,1,3,0,1,0,0,1,0,3,1,0
2175,1,2,0,0,0,0,0,0,3,1,1
2176,0,2,0,1,2,3,0,0,0,0,3
2177,0,2,1,1,3,2,0,0,0,0,0
2178,1,4,0,0,0,1,0,0,1,1,3
2179,1,3,1,0,4,3,1,1,5,1,0
2180,1,4,1,0,4,4,1,0,5,1,4
2181,1,3,2,1,3,1,1,1,5,0,3
2182,1,4,2,0,3,1,1,1,5,1,3
2183,1,4,2,1,3,4,0,1,5,1,3
2184,1,5,1,1,1,4,1,0,5,1,0
2185,1,3,2,0,3,2,1,1,0,1,4
2186,0,2,0,0,2,0,1,0,0,0,3
2187,1,3,0,1,2,1,1,1,2,0,3
2188,1,5,2,0,1,3,0,1,5,1,0
2189,1,3,1,1,4,0,0,0,5,1,1
2190,0,3,1,0,3,3,1,1,1,1,0
2191,1,4,0,0,4,4,0,0,0,1,3
2192,1,2,0,1,0,0,0,0,1,0,4
2193,1,4,0,0,0,0,0,0,5,1,3
2194,1,3,0,0,3,3,1,1,1,1,2
2195,1,3,0,1,4,2,0,1,5,1,2
2196,1,2,0,1,2,0,0,0,0,0,2
2197,1,4,1,0,3,2,1,1,4,1,2
2198,0,5,0,1,1,4,0,0,0,1,0
2199,0,5,1,0,1,1,1,0,0,1,1
2200,1,2,0,0,0,0,0,0,2,1,1
2201,1,5,1,0,1,4,0,0,5,1,0
2202,1,4,2,1,3,4,0,1,3,1,3
2203,0,5,2,1,1,3,1,1,5,0,1
2204,1,2,0,0,2,0,1,0,0,1,3
2205,0,2,0,1,2,3,1,0,0,0,3
2206,1,2,0,0,0,0,0,0,2,0,3
2207,1,5,0,0,2,0,0,0,2,1,3
2208,1,5,2,0,3,2,1,1,2,0,3
2209,1,2,0,1,4,4,1,0,5,1,2
2210,1,3,1,0,3,4,1,0,0,1,0
2211,0,2,1,1,3,2,0,0,0,1,0
2212,0,2,2,1,3,2,0,1,0,1,4
2213,0,2,0,0,2,0,0,0,0,0,3
2214,1,3,2,0,1,4,0,1,2,1,0
2215,1,3,0,1,3,3,1,0,5,0,0
2216,1,4,2,0,3,0,0,1,4,1,2
2217,1,5,0,0,2,0,0,0,2,1,3
2218,1,3,1,0,3,0,0,0,5,1,1
2219,1,2,1,0,4,4,1,0,5,1,3
2220,1,2,0,1,4,1,0,0,5,0,3
2221,1,2,0,0,4,4,1,0,5,1,2
2222,1,5,1,1,1,2,0,0,5,1,0
2223,1,5,1,0,1,2,1,0,5,1,0
2224,1,5,1,0,1,2,0,1,5,1,0
2225,0,4,1,0,3,3,1,0,1,1,0
2226,1,3,1,1,1,0,0,0,0,1,1
2227,1,3,1,0,3,2,1,1,0,1,0
2228,1,3,1,1,4,4,1,0,0,1,3
2229,1,4,1,1,4,4,1,0,0,1,2
2230,1,4,0,0,2,0,0,0,3,1,3
2231,1,5,2,0,3,2,0,1,2,1,3
2232,1,4,2,0,1,4,0,1,2,0,3
2233,1,4,2,1,3,0,1,1,4,0,2
2234,1,2,0,0,4,4,1,0,5,1,2
2235,1,2,0,1,4,4,1,0,5,1,4
2236,0,4,0,0,4,3,1,1,1,1,2
2237,1,4,1,0,3,4,1,1,5,1,3
2238,1,4,1,1,4,4,0,0,0,1,3
2239,1,2,0,0,4,0,1,1,4,1,0
2240,0,2,0,1,0,0,1,1,2,1,3
2241,1,4,1,0,4,3,0,1,3,1,4
2242,1,3,0,1,2,0,1,1,3,1,4
2243,1,3,1,0,4,0,1,1,1,1,1
2244,1,4,1,1,4,1,0,0,5,0,4
2245,1,5,1,0,3,3,0,1,1,1,3
2246,1,3,1,0,4,4,1,0,1,1,3
2247,1,3,1,1,3,0,0,0,1,0,3
2248,0,2,0,1,2,0,1,0,0,0,3
2249,0,2,0,1,0,3,1,0,4,1,3
2250,1,3,0,1,2,1,1,0,3,0,4
2251,1,3,0,1,0,0,0,0,4,1,1
2252,1,3,0,1,2,0,1,0,3,0,4
2253,1,2,1,0,3,0,0,0,5,1,1
2254,1,3,1,1,3,0,1,0,1,0,1
2255,1,4,1,0,3,0,1,0,0,1,0
2256,1,2,0,0,0,0,0,0,0,1,0
2257,1,2,0,1,2,0,0,0,0,0,3
2258,0,2,2,0,1,2,1,1,0,0,3
2259,1,2,1,0,1,0,1,1,0,1,1
2260,1,5,2,0,1,4,0,1,2,0,0
2261,1,5,2,1,1,2,1,1,2,1,0
2262,1,2,1,1,4,1,1,0,5,0,3
2263,1,2,1,0,4,1,0,1,1,1,1
2264,1,2,0,0,4,4,1,0,5,1,2
2265,1,5,1,0,1,2,0,0,5,1,0
2266,0,2,1,0,3,2,0,0,0,1,0
2267,0,2,1,1,3,2,1,0,0,0,0
2268,0,2,0,1,2,3,1,0,0,0,3
2269,1,5,3,0,1,0,1,1,4,1,0
2270,1,4,1,0,3,0,1,0,5,1,1
2271,1,2,0,1,0,1,1,1,1,1,3
2272,0,4,1,0,3,0,0,0,1,1,0
2273,1,3,1,0,3,2,1,1,0,1,0
2274,1,4,1,1,4,4,0,0,0,1,3
2275,1,2,0,1,4,4,0,0,5,1,2
2276,1,2,0,1,4,4,0,0,5,1,2
2277,0,5,0,0,3,4,1,0,5,1,2
2278,0,4,0,0,0,1,0,0,5,1,3
2279,0,2,1,0,3,2,1,0,0,1,0
2280,1,4,0,1,0,0,1,0,4,1,0
2281,1,2,1,1,3,0,1,0,5,1,1
2282,1,4,2,0,1,2,1,1,2,0,0
2283,1,3,1,1,3,4,0,0,0,1,0
2284,1,4,1,1,4,4,1,0,0,1,2
2285,1,3,1,0,3,0,0,1,0,0,0
2286,1,2,1,0,4,4,1,0,5,1,3
2287,0,2,0,1,4,0,1,0,5,0,2
2288,1,4,2,1,3,0,0,1,2,0,3
2289,1,3,0,0,2,0,0,0,4,1,1
2290,1,2,1,0,4,4,0,0,5,1,3
2291,1,4,2,0,3,4,1,1,2,1,4
2292,1,2,0,1,4,4,0,0,5,1,2
2293,1,5,1,1,1,1,0,0,5,0,0
2294,0,2,0,1,0,1,0,1,5,1,3
2295,1,2,1,1,3,4,1,0,5,0,2
2296,1,3,1,1,3,1,1,0,0,0,0
2297,0,2,0,1,2,0,1,0,0,0,3
2298,1,2,2,0,1,0,1,0,0,1,1
2299,1,5,2,0,3,0,0,1,4,1,2
2300,1,4,2,0,3,4,1,1,2,1,4
2301,1,2,0,1,4,1,0,0,5,0,2
2302,1,2,0,0,4,4,1,0,5,1,2
2303,1,3,1,0,1,0,1,0,5,0,0
2304,1,5,1,0,1,3,1,0,5,0,0
2305,0,4,0,0,0,3,1,0,5,1,2
2306,0,3,1,1,3,2,0,0,0,0,0
2307,0,3,0,1,2,0,0,1,4,1,2
2308,0,2,0,1,0,0,1,0,4,0,3
2309,1,4,3,0,3,4,0,1,4,1,2
2310,1,3,1,1,4,3,0,1,5,1,0
2311,1,3,1,1,4,4,0,1,5,1,0
2312,1,3,1,1,3,0,1,0,5,0,1
2313,1,4,1,0,1,4,1,1,3,1,2
2314,1,4,1,1,1,1,0,1,5,1,0
2315,1,5,2,1,1,4,1,1,5,1,1
2316,0,2,1,1,1,1,1,0,5,1,0
2317,1,3,2,1,1,3,1,1,5,1,0
2318,0,2,1,0,3,2,0,0,0,1,0
2319,0,4,0,1,0,0,0,0,3,1,1
2320,1,3,1,0,3,3,0,0,5,1,1
2321,1,3,2,0,1,1,1,1,5,1,1
2322,1,3,1,1,3,4,0,0,5,1,3
2323,1,5,1,0,1,3,1,0,5,1,0
2324,1,5,1,0,3,3,0,1,1,1,3
2325,0,2,0,1,0,1,1,1,5,1,3
2326,0,3,1,0,4,1,0,0,5,1,1
2327,1,3,1,1,3,4,0,0,0,1,0
2328,1,5,1,1,1,1,0,0,0,1,1
2329,1,2,0,1,2,1,1,0,3,1,4
2330,1,2,1,1,4,4,0,0,5,1,3
2331,1,3,1,1,4,0,1,0,1,0,3
2332,1,2,1,1,3,4,1,0,5,1,3
2333,1,5,1,1,4,2,1,1,3,1,4
2334,1,4,1,0,3,3,0,1,3,1,2
2335,1,2,0,1,4,4,1,0,5,1,2
2336,1,3,1,0,3,0,1,0,0,1,0
2337,0,2,1,1,3,2,1,0,0,0,0
2338,0,2,1,0,3,2,0,0,0,0,0
2339,1,3,0,0,0,3,1,1,3,1,0
2340,1,3,0,1,2,1,1,0,2,0,2
2341,1,3,1,1,4,3,0,1,5,1,0
2342,1,2,0,0,4,4,1,0,5,1,2
2343,1,2,0,0,4,4,0,0,5,1,2
2344,1,2,0,1,4,1,1,0,5,0,3
2345,1,3,1,1,4,0,0,0,1,0,3
2346,1,5,1,0,1,2,0,1,5,1,0
2347,0,5,0,0,3,1,0,0,5,0,3
2348,1,3,1,1,3,4,1,0,0,1,0
2349,1,2,0,1,0,0,1,0,0,0,0
2350,0,4,0,1,0,0,1,0,3,1,0
2351,1,3,0,1,3,3,0,0,1,1,0
2352,1,5,1,0,1,2,0,0,5,1,1
2353,1,3,2,1,1,3,1,1,5,1,0
2354,1,2,2,0,1,2,0,1,0,1,2
2355,0,2,0,1,2,0,1,0,0,0,3
2356,0,2,0,1,2,0,0,0,0,0,3
2357,1,3,0,1,2,0,1,1,3,1,3
2358,1,2,0,1,4,1,0,0,5,0,3
2359,1,2,0,0,4,3,0,1,1,1,0
2360,1,4,2,0,3,4,1,1,2,1,3
2361,1,2,0,1,4,1,1,0,5,0,2
2362,0,4,1,0,4,0,0,0,1,1,3
2363,0,3,2,1,1,0,1,1,0,1,3
2364,1,3,1,1,4,3,1,1,5,1,0
2365,1,3,0,0,0,0,1,0,3,1,1
2366,1,3,0,0,0,0,1,0,3,1,1
2367,1,2,0,1,4,1,1,0,5,0,3
2368,1,2,1,1,4,3,0,1,5,1,0
2369,1,2,1,0,3,3,0,0,1,1,1
2370,1,2,0,0,4,4,1,0,5,1,2
2371,1,3,1,1,1,1,0,0,5,0,0
2372,1,5,2,0,1,0,0,1,5,1,0
2373,1,3,1,0,1,0,1,1,0,1,1
2374,0,2,1,0,3,2,0,0,0,1,0
2375,0,2,0,1,0,0,1,0,4,0,3
2376,1,5,1,0,3,3,0,1,3,1,2
2377,1,3,0,0,4,0,1,1,3,1,0
2378,1,3,0,1,2,1,1,0,4,1,4
2379,1,5,1,1,1,3,0,0,1,0,0
2380,1,5,1,0,1,2,0,1,5,1,0
2381,0,4,1,0,3,0,0,0,1,1,0
2382,1,3,2,1,1,0,1,1,5,0,0
2383,1,4,1,0,3,4,0,0,0,1,0
2384,1,2,0,0,0,0,0,0,0,1,0
2385,1,5,2,0,1,2,0,1,2,1,3
2386,1,2,1,0,3,0,1,0,5,1,1
2387,1,2,0,1,4,1,1,0,5,0,2
2388,1,2,0,1,4,4,0,0,5,1,2
2389,1,5,1,0,1,1,1,0,5,1,0
2390,1,3,1,1,3,0,0,1,0,0,0
2391,1,3,1,1,3,4,1,0,0,1,0
2392,0,2,0,1,0,0,0,0,4,1,0
2393,0,3,0,1,2,0,1,1,4,1,2
2394,1,3,0,0,0,0,0,0,4,1,1
2395,1,5,0,1,0,0,1,0,2,1,0
2396,1,4,1,1,3,0,1,0,5,1,1
2397,1,2,0,1,4,1,0,0,5,0,3
2398,1,5,2,1,1,4,0,1,5,1,1
2399,1,5,1,0,3,3,1,1,3,1,2
2400,1,5,1,0,1,4,1,1,3,0,2
2401,1,4,0,0,2,0,1,1,3,0,3
2402,1,2,0,0,2,0,1,0,4,0,4
2403,1,2,1,1,1,0,0,0,0,0,1
2404,1,2,2,0,1,2,0,1,0,1,2
2405,0,3,0,1,2,0,1,0,2,0,4
2406,1,2,0,1,0,0,0,0,2,1,1
2407,1,3,1,0,3,0,0,0,5,1,1
2408,1,2,1,1,3,1,0,0,1,0,2
2409,1,5,1,0,1,2,0,1,5,1,0
2410,1,5,2,0,1,0,0,1,5,1,0
2411,0,2,0,1,2,3,0,0,0,0,3
2412,1,4,1,0,4,4,1,0,0,1,2
2413,0,2,1,0,4,1,1,0,5,1,1
2414,1,3,0,0,2,0,0,0,3,0,3
2415,1,4,3,1,3,0,1,1,4,0,2
2416,1,3,1,1,3,0,1,0,1,0,1
2417,0,2,1,1,3,2,0,0,0,1,0
2418,1,3,2,1,1,0,0,0,0,1,1
2419,1,2,0,0,4,1,0,1,4,1,0
2420,1,3,1,1,4,0,1,1,5,0,0
2421,1,5,3,0,1,2,1,1,4,1,2
2422,1,2,1,1,3,4,1,0,5,1,3
2423,1,3,1,1,3,3,0,0,1,1,1
2424,0,5,0,1,3,1,1,0,5,0,3
2425,0,2,0,1,0,4,1,0,5,0,4
2426,1,2,1,0,3,4,0,0,5,1,3
2427,1,3,1,0,3,0,0,1,0,1,0
2428,1,3,2,1,1,1,0,0,0,0,1
2429,1,2,1,0,4,4,1,0,5,1,3
2430,1,3,1,0,3,0,0,0,0,1,0
2431,1,3,2,0,1,3,0,0,0,0,1
2432,1,2,0,0,0,0,1,0,0,1,0
2433,0,2,2,0,1,2,1,1,0,0,3
2434,1,2,0,1,0,3,0,0,3,1,3
2435,1,4,0,0,0,0,1,0,4,1,0
2436,1,3,1,1,4,4,0,1,5,1,0
2437,1,2,1,1,3,4,1,0,5,1,3
2438,1,3,1,0,3,4,0,1,0,1,0
2439,1,2,0,0,0,0,1,0,0,0,0
2440,1,2,0,0,4,1,1,1,4,1,0
2441,1,3,1,0,3,0,0,0,1,0,1
2442,1,4,1,1,4,4,0,0,5,0,3
2443,1,5,1,0,1,2,1,0,5,1,0
2444,0,3,1,0,4,1,1,0,5,1,1
2445,0,4,0,0,0,1,0,0,5,1,3
2446,1,3,2,1,1,3,1,1,5,1,0
2447,1,3,2,1,1,3,0,0,0,0,1
2448,1,2,2,0,1,3,0,0,0,1,1
2449,0,3,0,0,4,1,0,1,2,1,0
2450,0,2,0,1,0,0,1,0,4,0,3
2451,1,4,0,0,0,0,1,0,2,1,0
2452,1,2,1,1,3,1,0,0,5,0,3
2453,1,3,2,1,1,0,1,0,5,0,1
2454,1,5,1,1,1,1,0,0,5,1,0
2455,1,3,1,1,1,0,0,1,0,1,1
2456,1,3,1,0,3,3,0,0,0,1,0
2457,0,2,1,0,3,2,1,0,0,1,0
2458,0,3,2,0,3,2,0,1,0,1,4
2459,1,5,1,0,3,2,0,1,5,1,2
2460,1,2,1,1,4,1,0,0,5,0,3
2461,1,2,0,0,4,4,1,0,5,1,2
2462,1,3,0,0,0,0,1,0,2,1,0
2463,1,3,0,1,2,3,1,0,2,0,2
2464,1,2,1,1,1,0,0,0,1,0,0
2465,0,3,1,0,4,1,1,1,5,1,1
2466,0,3,1,0,3,2,0,0,0,1,0
2467,0,2,0,1,2,1,0,1,0,0,2
2468,1,2,0,1,2,1,0,0,4,0,4
2469,1,5,1,0,3,2,0,1,5,1,2
2470,1,5,1,0,1,2,1,0,5,1,0
2471,0,3,0,0,4,0,1,1,5,1,0
2472,1,4,1,0,3,3,1,0,5,1,3
2473,1,2,0,0,4,0,0,0,5,0,2
2474,1,3,1,0,4,1,1,0,5,1,1
2475,1,3,1,1,3,2,1,0,0,0,0
2476,1,3,0,0,4,0,1,0,4,1,0
2477,1,4,1,0,3,1,0,1,5,1,3
2478,1,4,1,1,3,2,0,1,5,1,3
2479,1,3,1,1,3,3,1,1,5,1,3
2480,1,2,0,1,4,1,1,0,5,0,1
2481,1,4,1,1,4,4,0,0,0,1,3
2482,0,3,0,0,0,1,1,0,3,1,0
2483,1,2,1,0,4,1,0,0,1,1,1
2484,1,5,1,0,1,3,0,1,5,0,0
2485,1,3,0,1,0,0,0,0,2,1,0
2486,1,3,1,1,4,0,1,0,1,0,3
2487,0,2,1,1,4,1,1,0,5,1,1
2488,1,5,0,0,1,0,0,0,0,1,0
2489,0,2,1,0,3,2,0,0,0,1,0
2490,1,2,1,0,3,1,0,1,0,1,0
2491,0,2,0,1,2,0,1,0,4,0,4
2492,1,3,0,1,2,1,0,1,4,0,2
2493,1,2,1,0,3,3,0,1,5,1,3
2494,1,5,1,0,1,4,0,0,5,1,0
2495,1,3,2,0,1,1,0,1,5,1,1
2496,1,4,1,1,3,4,1,1,5,1,2
2497,1,4,0,1,4,0,0,0,1,0,2
2498,0,2,0,0,4,1,0,1,4,1,0
2499,1,2,0,1,2,0,1,0,3,0,4
2500,1,3,1,0,4,0,0,1,1,1,1
2501,1,2,1,1,3,0,1,0,1,0,1
2502,1,4,1,0,4,3,0,0,1,1,3
2503,0,2,1,0,4,1,0,1,1,1,1
2504,1,2,0,0,4,4,1,0,5,1,2
2505,1,5,0,1,4,4,1,0,0,1,2
2506,1,4,1,1,4,1,0,0,0,0,3
2507,1,2,1,1,3,2,1,0,0,0,0
2508,0,2,0,1,2,1,0,1,0,0,2
2509,0,2,0,1,0,3,0,0,3,0,3
2510,1,3,0,0,2,0,0,1,4,0,2
2511,1,2,1,0,4,4,0,0,5,1,3
2512,1,3,0,0,4,3,1,1,1,1,0
2513,1,4,1,1,1,2,0,0,5,1,0
2514,1,3,1,0,4,3,0,1,1,1,0
2515,1,5,1,1,3,2,1,1,5,1,3
2516,1,5,1,0,1,1,1,0,5,0,0
2517,1,5,2,0,1,3,1,1,5,0,0
2518,1,5,0,1,1,4,1,0,0,1,0
2519,1,2,1,1,3,2,0,0,0,0,0
2520,0,2,2,0,1,2,1,1,0,1,2
2521,1,3,0,0,0,0,1,0,4,0,0
2522,1,5,1,1,3,2,0,1,5,1,2
2523,1,4,1,0,3,0,1,0,5,0,3
2524,1,5,1,1,1,2,1,0,5,1,0
2525,0,3,1,0,4,3,0,1,5,1,0
2526,1,4,0,1,0,2,0,0,1,0,2
2527,1,5,0,0,4,1,0,0,0,0,2
2528,1,5,2,0,1,0,1,1,5,1,0
2529,1,3,0,0,4,0,0,0,4,1,0
2530,1,5,1,0,1,2,1,1,5,1,0
2531,0,3,1,1,4,1,1,0,5,1,1
2532,1,4,1,1,3,3,0,0,0,1,0
2533,1,5,0,0,1,0,0,0,0,1,0
2534,0,3,2,0,3,2,1,1,0,1,4
2535,1,3,1,1,3,4,1,0,0,1,0
2536,1,4,1,0,3,4,1,1,0,1,0
2537,1,3,2,1,3,4,0,1,2,1,2
2538,1,5,2,0,1,0,0,1,5,1,0
2539,1,5,1,1,1,4,1,0,0,1,1
2540,0,2,1,1,3,2,1,0,0,0,0
2541,1,3,0,0,0,1,1,1,2,1,3
2542,1,4,0,0,4,1,0,0,1,1,2
2543,0,2,0,1,2,0,0,0,3,0,4
2544,1,2,1,1,1,0,0,1,0,1,1
2545,1,4,1,1,3,4,1,0,0,1,0
2546,1,4,0,1,0,0,0,1,3,1,3
2547,1,3,1,0,3,0,0,0,1,0,1
2548,1,5,0,0,3,2,0,0,1,1,2
2549,0,4,0,1,0,1,1,0,5,0,3
2550,0,3,1,1,4,3,0,0,5,1,1
2551,1,4,1,1,3,1,1,0,0,0,2
2552,1,4,2,0,1,3,0,1,0,1,0
2553,1,4,2,0,1,3,0,1,0,1,0
2554,0,2,1,1,3,2,1,0,0,0,0
2555,0,4,3,0,1,0,1,1,4,1,0
2556,1,5,0,0,0,0,0,0,2,1,0
2557,1,4,0,1,2,1,1,1,2,0,3
2558,1,3,1,0,3,0,0,1,5,1,3
2559,1,3,1,1,3,2,0,0,5,0,3
2560,0,4,0,1,0,1,1,0,5,1,3
2561,1,4,0,0,1,4,0,0,0,1,0
2562,1,2,1,0,3,2,1,0,0,0,0
2563,0,2,1,1,3,2,0,0,0,1,0
2564,0,2,1,1,3,2,0,0,0,0,0
2565,0,2,0,1,2,3,0,1,0,0,2
2566,1,4,0,1,0,0,0,1,3,1,3
2567,0,2,0,1,2,3,1,0,2,0,2
2568,1,2,0,1,4,4,0,0,5,1,2
2569,1,2,0,1,4,4,0,0,5,1,2
2570,1,3,0,1,3,3,1,0,1,0,0
2571,1,4,2,1,1,4,1,1,5,1,0
2572,1,5,1,0,1,1,1,0,5,1,0
2573,0,2,1,0,4,3,0,1,5,1,0
2574,1,4,1,0,3,0,0,1,5,1,3
2575,1,5,0,0,0,1,0,0,0,0,3
2576,0,4,2,0,3,4,0,1,4,1,3
2577,1,3,0,0,0,0,1,1,3,0,3
2578,1,4,2,0,3,4,0,1,2,1,2
2579,1,4,0,1,0,0,0,0,4,1,0
2580,1,3,1,0,4,0,1,1,1,0,1
2581,1,5,1,0,3,3,0,1,1,1,2
2582,1,4,1,0,3,1,1,1,5,1,3
2583,1,3,0,1,2,1,1,0,4,1,4
2584,1,5,0,0,2,0,0,0,2,1,3
2585,1,5,1,1,1,1,0,0,5,0,1
2586,1,5,1,0,1,2,1,0,5,1,0
2587,0,3,1,1,4,1,1,0,5,1,1
2588,1,4,1,1,3,4,1,0,0,0,0
2589,1,3,0,1,2,0,0,1,3,1,2
2590,1,2,0,1,0,0,0,1,2,0,3
2591,1,4,1,0,3,2,1,1,5,1,2
2592,0,4,0,1,0,1,0,0,5,1,3
2593,0,3,1,1,4,1,0,0,5,1,1
2594,1,4,1,0,3,3,1,1,1,1,3
2595,1,2,1,0,4,1,0,0,1,1,1
2596,0,3,1,1,3,0,1,0,5,0,1
2597,1,2,0,1,4,0,1,0,5,0,2
2598,1,4,0,1,4,1,1,0,1,1,2
2599,1,5,0,0,0,1,1,0,0,0,3
2600,1,5,0,0,0,1,0,0,0,0,3
2601,1,3,2,0,3,2,0,1,0,0,4
2602,0,2,0,1,2,0,1,0,0,0,3
2603,0,2,0,1,2,3,1,0,0,1,3
2604,1,3,0,0,3,0,0,0,4,1,0
2605,1,2,0,1,0,1,1,1,4,1,3
2606,1,3,1,1,3,0,0,0,1,0,1
2607,0,2,1,1,4,0,1,0,5,0,1
2608,1,3,1,0,4,0,1,0,0,1,3
2609,1,5,0,0,0,1,1,0,0,0,3
2610,0,2,0,1,2,3,1,0,0,1,3
2611,0,2,0,1,2,3,0,0,0,1,3
2612,1,3,0,0,4,0,0,0,3,1,0
2613,1,3,1,1,3,3,0,0,1,1,1
2614,1,4,0,0,3,3,0,1,1,0,2
2615,1,4,0,0,2,0,0,0,2,1,3
2616,1,3,2,1,3,3,1,1,5,1,3
2617,1,4,2,0,3,4,1,1,5,1,2
2618,1,3,1,1,1,0,0,0,1,0,0
2619,1,5,1,0,1,1,1,1,5,0,0
2620,0,3,1,0,4,3,0,1,5,1,0
2621,1,5,0,0,1,0,0,0,0,1,0
2622,0,3,0,1,2,0,1,1,2,0,2
2623,1,3,0,1,0,1,1,1,2,1,3
2624,1,2,0,1,0,0,1,0,4,1,1
2625,1,5,0,1,0,0,0,0,4,1,0
2626,1,2,0,1,0,0,1,0,4,0,3
2627,1,2,0,1,4,4,0,0,5,1,2
2628,1,3,1,0,4,3,0,1,1,1,0
2629,1,3,0,0,0,0,0,0,4,1,0
2630,1,5,0,0,4,1,1,0,0,0,2
2631,1,3,1,1,3,2,1,0,0,1,0
2632,1,3,2,0,1,2,1,1,0,0,2
2633,0,2,0,0,0,0,0,0,3,0,3
2634,1,2,0,0,4,1,1,1,4,1,0
2635,1,3,0,1,0,1,1,1,4,1,3
2636,1,3,0,1,2,0,1,1,4,1,2
2637,1,2,0,1,2,1,0,0,4,0,4
2638,1,3,1,1,3,4,0,1,5,1,3
2639,1,5,1,0,1,1,0,0,5,1,0
2640,1,5,2,1,1,4,1,1,5,1,0
2641,1,3,1,1,3,3,0,0,0,1,0
2642,1,4,1,1,4,0,1,0,0,0,3
2643,0,2,1,1,3,2,0,0,0,1,0
2644,0,3,2,1,3,2,0,1,0,1,4
2645,1,2,0,1,4,1,0,0,5,0,3
2646,0,3,0,1,2,0,0,1,2,1,4
2647,1,3,0,1,2,0,1,1,4,1,3
2648,1,4,0,1,2,1,0,1,3,0,2
2649,1,3,2,0,1,3,0,1,5,0,0
2650,1,5,1,1,1,1,0,0,5,1,0
2651,1,5,1,0,3,2,1,1,5,1,3
2652,0,2,1,1,4,0,0,1,5,0,0
2653,1,3,2,0,3,2,1,1,0,1,4
2654,0,2,0,0,2,0,1,0,0,1,3
2655,1,3,0,1,2,0,0,1,4,1,4
2656,1,4,1,0,3,2,0,1,5,1,3
2657,1,2,1,1,3,2,1,0,0,1,0
2658,0,2,1,0,3,2,1,0,0,1,0
2659,1,4,1,0,4,1,1,0,0,0,2
2660,0,2,0,1,2,3,1,0,3,0,3
2661,0,3,0,0,0,1,1,0,3,1,0
2662,1,4,2,0,3,4,1,1,2,0,3
2663,1,4,0,1,4,2,0,1,1,1,4
2664,1,3,2,0,1,3,0,1,5,1,0
2665,1,3,0,0,4,0,0,1,4,1,0
2666,1,5,1,0,1,4,0,1,3,1,2
2667,1,2,0,0,4,0,0,0,5,1,1
2668,1,4,1,1,3,4,0,0,0,0,0
2669,1,4,1,1,3,1,1,0,0,0,2
2670,0,3,1,1,3,2,1,0,0,0,0
2671,0,2,0,0,4,1,1,1,4,1,0
2672,1,3,0,1,2,1,1,0,3,0,2
2673,1,3,0,0,2,0,1,0,4,1,3
2674,1,3,0,0,2,1,0,1,2,1,3
2675,1,5,1,0,3,3,1,1,5,0,2
2676,1,3,1,0,4,3,1,1,1,1,0
2677,1,5,1,0,4,4,1,1,2,0,4
2678,1,2,1,0,3,3,0,1,5,1,3
2679,1,5,1,1,1,2,0,0,5,1,1
2680,0,2,1,0,4,3,1,1,5,1,0
2681,1,2,2,1,1,2,0,1,0,1,2
2682,1,2,0,1,0,0,0,0,4,0,3
2683,1,4,0,1,0,0,0,1,3,1,3
2684,1,3,0,1,0,1,0,1,4,1,3
2685,1,3,2,0,3,4,0,1,2,1,4
2686,1,2,1,0,4,0,1,0,5,0,3
2687,1,2,1,1,4,1,0,0,5,0,3
2688,1,5,1,1,3,2,0,1,5,1,3
2689,1,5,1,1,3,2,0,1,5,1,3
2690,1,3,1,0,3,3,1,1,5,1,3
